Configuration 3:  

(using maxima)

1 - 2 	 T:  0.8400000000000001
60 - 85 	 T/2:  0.44079999999999997
60 - 87 	 T/2:  0.43944444444444436
60 - 89 	 T/2:  0.43896551724137933
60 - 91 	 T/2:  0.43919354838709673
60 - 93 	 T/2:  0.4375757575757576
60 - 95 	 T/2:  0.43899999999999995
60 - 97 	 T/2:  0.4391891891891893
60 - 99 	 T/2:  0.4391025641025642
60 - 101 	 T/2:  0.4382926829268293
60 - 103 	 T/2:  0.4396511627906976
60 - 105 	 T/2:  0.4392222222222223
60 - 107 	 T/2:  0.4392553191489362
60 - 109 	 T/2:  0.43857142857142856
60 - 111 	 T/2:  0.43921568627450985
60 - 113 	 T/2:  0.4390566037735849
60 - 115 	 T/2:  0.4391818181818181
60 - 117 	 T/2:  0.4382456140350877
60 - 119 	 T/2:  0.43855932203389836
60 - 121 	 T/2:  0.439344262295082
60 - 123 	 T/2:  0.43912698412698414
60 - 125 	 T/2:  0.4383846153846154
60 - 127 	 T/2:  0.4390298507462687
60 - 129 	 T/2:  0.4384782608695652
60 - 131 	 T/2:  0.43908450704225355
60 - 133 	 T/2:  0.4386986301369864
60 - 135 	 T/2:  0.43886666666666674
60 - 137 	 T/2:  0.4390259740259741
60 - 139 	 T/2:  0.43905063291139246
60 - 141 	 T/2:  0.4379629629629629
60 - 143 	 T/2:  0.4389156626506025
60 - 145 	 T/2:  0.43905882352941183
60 - 147 	 T/2:  0.4379885057471265
60 - 149 	 T/2:  0.43803370786516854
60 - 151 	 T/2:  0.43901098901098906
60 - 153 	 T/2:  0.43887096774193546
60 - 155 	 T/2:  0.4383157894736842
60 - 157 	 T/2:  0.438298969072165
60 - 159 	 T/2:  0.43898989898989893
60 - 161 	 T/2:  0.43900990099009907
60 - 163 	 T/2:  0.43898058252427186
60 - 165 	 T/2:  0.438952380952381
60 - 167 	 T/2:  0.439018691588785
60 - 169 	 T/2:  0.43894495412844037
60 - 171 	 T/2:  0.4388288288288288
60 - 173 	 T/2:  0.43898230088495577
60 - 175 	 T/2:  0.4389130434782608
60 - 177 	 T/2:  0.438931623931624
60 - 179 	 T/2:  0.43886554621848733
60 - 181 	 T/2:  0.4389669421487603
60 - 183 	 T/2:  0.4389430894308943
60 - 185 	 T/2:  0.43892
60 - 187 	 T/2:  0.4388582677165354
60 - 189 	 T/2:  0.43883720930232556
60 - 191 	 T/2:  0.43904580152671757
60 - 193 	 T/2:  0.43860902255639095
60 - 195 	 T/2:  0.4388888888888889
60 - 197 	 T/2:  0.43886861313868614
60 - 199 	 T/2:  0.43884892086330934
60 - 201 	 T/2:  0.43882978723404253
60 - 203 	 T/2:  0.43884615384615383
60 - 205 	 T/2:  0.43886206896551716
60 - 207 	 T/2:  0.43874149659863937
60 - 209 	 T/2:  0.438758389261745
60 - 211 	 T/2:  0.43887417218543046
60 - 213 	 T/2:  0.4388235294117647
60 - 215 	 T/2:  0.4388709677419354
60 - 217 	 T/2:  0.43885350318471333
60 - 219 	 T/2:  0.43886792452830187
60 - 221 	 T/2:  0.4387267080745341
60 - 223 	 T/2:  0.4387730061349693
60 - 225 	 T/2:  0.43881818181818183
60 - 227 	 T/2:  0.43889221556886227
61 - 62 	 T/2:  0.4349999999999987
61 - 64 	 T/2:  0.4400000000000001
61 - 66 	 T/2:  0.43999999999999984
61 - 68 	 T/2:  0.4400000000000003
61 - 70 	 T/2:  0.43888888888888883
61 - 72 	 T/2:  0.43954545454545463
61 - 74 	 T/2:  0.43923076923076904
61 - 76 	 T/2:  0.43899999999999983
61 - 78 	 T/2:  0.43882352941176456
61 - 80 	 T/2:  0.4386842105263156
61 - 82 	 T/2:  0.43928571428571417
61 - 84 	 T/2:  0.43934782608695655
61 - 86 	 T/2:  0.4388000000000001
61 - 88 	 T/2:  0.43925925925925935
61 - 90 	 T/2:  0.43879310344827577
61 - 92 	 T/2:  0.43919354838709673
61 - 94 	 T/2:  0.43909090909090903
61 - 96 	 T/2:  0.43885714285714295
61 - 98 	 T/2:  0.4389189189189189
61 - 100 	 T/2:  0.4392307692307692
61 - 102 	 T/2:  0.43914634146341464
61 - 104 	 T/2:  0.43906976744186044
61 - 106 	 T/2:  0.4391111111111111
61 - 108 	 T/2:  0.43893617021276593
61 - 110 	 T/2:  0.43908163265306116
61 - 112 	 T/2:  0.438921568627451
61 - 114 	 T/2:  0.4390566037735849
61 - 116 	 T/2:  0.43890909090909086
61 - 118 	 T/2:  0.4391228070175438
61 - 120 	 T/2:  0.43898305084745765
61 - 122 	 T/2:  0.4390163934426229
61 - 124 	 T/2:  0.43896825396825395
61 - 126 	 T/2:  0.439
61 - 128 	 T/2:  0.43880597014925377
61 - 130 	 T/2:  0.4389130434782609
61 - 132 	 T/2:  0.4390140845070422
61 - 134 	 T/2:  0.4390410958904109
61 - 136 	 T/2:  0.43899999999999995
61 - 138 	 T/2:  0.4388311688311689
61 - 140 	 T/2:  0.43892405063291134
61 - 142 	 T/2:  0.4390123456790124
61 - 144 	 T/2:  0.43885542168674696
61 - 146 	 T/2:  0.4389411764705883
61 - 148 	 T/2:  0.4389655172413793
61 - 150 	 T/2:  0.4389887640449439
61 - 152 	 T/2:  0.43890109890109885
61 - 154 	 T/2:  0.43897849462365596
61 - 156 	 T/2:  0.43889473684210534
61 - 158 	 T/2:  0.4388144329896907
61 - 160 	 T/2:  0.43888888888888894
61 - 162 	 T/2:  0.43881188118811887
61 - 164 	 T/2:  0.4388349514563107
61 - 166 	 T/2:  0.438952380952381
61 - 168 	 T/2:  0.4389719626168224
61 - 170 	 T/2:  0.4388532110091744
61 - 172 	 T/2:  0.4388738738738739
61 - 174 	 T/2:  0.43880530973451337
61 - 176 	 T/2:  0.43882608695652175
61 - 178 	 T/2:  0.43888888888888894
61 - 180 	 T/2:  0.4389075630252101
61 - 182 	 T/2:  0.43880165289256196
61 - 184 	 T/2:  0.43890243902439025
61 - 186 	 T/2:  0.4389200000000001
61 - 188 	 T/2:  0.4387795275590552
61 - 190 	 T/2:  0.43883720930232556
61 - 192 	 T/2:  0.43877862595419853
61 - 194 	 T/2:  0.43887218045112786
61 - 196 	 T/2:  0.43877777777777777
61 - 198 	 T/2:  0.4388321167883212
61 - 200 	 T/2:  0.4388129496402878
61 - 202 	 T/2:  0.43882978723404253
61 - 204 	 T/2:  0.43877622377622383
61 - 206 	 T/2:  0.43886206896551727
61 - 208 	 T/2:  0.4387755102040816
61 - 210 	 T/2:  0.4388590604026846
61 - 212 	 T/2:  0.4388741721854305
61 - 214 	 T/2:  0.43875816993464056
61 - 216 	 T/2:  0.4388064516129032
61 - 218 	 T/2:  0.43888535031847137
61 - 220 	 T/2:  0.4388050314465409
61 - 222 	 T/2:  0.4387267080745342
61 - 224 	 T/2:  0.4388036809815951
61 - 226 	 T/2:  0.43881818181818183
61 - 228 	 T/2:  0.43874251497005995
62 - 63 	 T/2:  0.4450000000000003
62 - 65 	 T/2:  0.4400000000000001
62 - 67 	 T/2:  0.44000000000000056
62 - 69 	 T/2:  0.4385714285714286
62 - 71 	 T/2:  0.43944444444444464
62 - 73 	 T/2:  0.44000000000000034
62 - 75 	 T/2:  0.4392307692307693
62 - 77 	 T/2:  0.4393333333333336
62 - 79 	 T/2:  0.4394117647058823
62 - 81 	 T/2:  0.4394736842105264
62 - 83 	 T/2:  0.43928571428571433
62 - 85 	 T/2:  0.44086956521739135
62 - 87 	 T/2:  0.43939999999999996
62 - 89 	 T/2:  0.43888888888888894
62 - 91 	 T/2:  0.43913793103448273
62 - 93 	 T/2:  0.43741935483870975
62 - 95 	 T/2:  0.4389393939393939
62 - 97 	 T/2:  0.4391428571428573
62 - 99 	 T/2:  0.4390540540540542
62 - 101 	 T/2:  0.4382051282051283
62 - 103 	 T/2:  0.43963414634146336
62 - 105 	 T/2:  0.439186046511628
62 - 107 	 T/2:  0.43922222222222224
62 - 109 	 T/2:  0.43851063829787235
62 - 111 	 T/2:  0.4391836734693878
62 - 113 	 T/2:  0.43901960784313726
62 - 115 	 T/2:  0.4391509433962264
62 - 117 	 T/2:  0.43818181818181823
62 - 119 	 T/2:  0.4385087719298246
62 - 121 	 T/2:  0.4393220338983051
62 - 123 	 T/2:  0.43909836065573776
62 - 125 	 T/2:  0.43833333333333335
62 - 127 	 T/2:  0.43900000000000006
62 - 129 	 T/2:  0.43843283582089554
62 - 131 	 T/2:  0.4390579710144928
62 - 133 	 T/2:  0.438661971830986
62 - 135 	 T/2:  0.4388356164383562
62 - 137 	 T/2:  0.43900000000000006
62 - 139 	 T/2:  0.43902597402597404
62 - 141 	 T/2:  0.43791139240506327
62 - 143 	 T/2:  0.43888888888888894
62 - 145 	 T/2:  0.4390361445783133
62 - 147 	 T/2:  0.43794117647058833
62 - 149 	 T/2:  0.4379885057471265
62 - 151 	 T/2:  0.4389887640449439
62 - 153 	 T/2:  0.4388461538461539
62 - 155 	 T/2:  0.4382795698924732
62 - 157 	 T/2:  0.4382631578947369
62 - 159 	 T/2:  0.43896907216494846
62 - 161 	 T/2:  0.4389898989898991
62 - 163 	 T/2:  0.438960396039604
62 - 165 	 T/2:  0.4389320388349515
62 - 167 	 T/2:  0.439
62 - 169 	 T/2:  0.43892523364485986
62 - 171 	 T/2:  0.43880733944954126
62 - 173 	 T/2:  0.43896396396396403
62 - 175 	 T/2:  0.4388938053097345
62 - 177 	 T/2:  0.43891304347826093
62 - 179 	 T/2:  0.43884615384615383
62 - 181 	 T/2:  0.4389495798319328
62 - 183 	 T/2:  0.43892561983471073
62 - 185 	 T/2:  0.43890243902439025
62 - 187 	 T/2:  0.43884
62 - 189 	 T/2:  0.4388188976377953
62 - 191 	 T/2:  0.43903100775193804
62 - 193 	 T/2:  0.438587786259542
62 - 195 	 T/2:  0.43887218045112786
62 - 197 	 T/2:  0.4388518518518519
62 - 199 	 T/2:  0.4388321167883212
62 - 201 	 T/2:  0.4388129496402878
62 - 203 	 T/2:  0.43882978723404253
62 - 205 	 T/2:  0.43884615384615383
62 - 207 	 T/2:  0.43872413793103443
62 - 209 	 T/2:  0.4387414965986395
62 - 211 	 T/2:  0.4388590604026846
62 - 213 	 T/2:  0.4388079470198676
62 - 215 	 T/2:  0.43885620915032675
62 - 217 	 T/2:  0.43883870967741934
62 - 219 	 T/2:  0.4388535031847134
62 - 221 	 T/2:  0.4387106918238993
62 - 223 	 T/2:  0.43875776397515526
62 - 225 	 T/2:  0.4388036809815951
62 - 227 	 T/2:  0.4388787878787879
63 - 64 	 T/2:  0.4400000000000013
63 - 66 	 T/2:  0.4400000000000001
63 - 68 	 T/2:  0.44000000000000056
63 - 70 	 T/2:  0.4385714285714286
63 - 72 	 T/2:  0.43944444444444464
63 - 74 	 T/2:  0.4390909090909089
63 - 76 	 T/2:  0.4388461538461537
63 - 78 	 T/2:  0.43866666666666654
63 - 80 	 T/2:  0.4385294117647058
63 - 82 	 T/2:  0.43921052631578944
63 - 84 	 T/2:  0.43928571428571433
63 - 86 	 T/2:  0.4386956521739132
63 - 88 	 T/2:  0.43920000000000015
63 - 90 	 T/2:  0.43870370370370365
63 - 92 	 T/2:  0.43913793103448273
63 - 94 	 T/2:  0.4390322580645161
63 - 96 	 T/2:  0.4387878787878789
63 - 98 	 T/2:  0.43885714285714283
63 - 100 	 T/2:  0.4391891891891892
63 - 102 	 T/2:  0.4391025641025641
63 - 104 	 T/2:  0.43902439024390244
63 - 106 	 T/2:  0.43906976744186055
63 - 108 	 T/2:  0.4388888888888889
63 - 110 	 T/2:  0.4390425531914893
63 - 112 	 T/2:  0.4388775510204082
63 - 114 	 T/2:  0.43901960784313726
63 - 116 	 T/2:  0.43886792452830187
63 - 118 	 T/2:  0.4390909090909091
63 - 120 	 T/2:  0.4389473684210527
63 - 122 	 T/2:  0.4389830508474576
63 - 124 	 T/2:  0.4389344262295082
63 - 126 	 T/2:  0.438968253968254
63 - 128 	 T/2:  0.4387692307692308
63 - 130 	 T/2:  0.4388805970149254
63 - 132 	 T/2:  0.4389855072463768
63 - 134 	 T/2:  0.43901408450704227
63 - 136 	 T/2:  0.43897260273972605
63 - 138 	 T/2:  0.4388
63 - 140 	 T/2:  0.4388961038961039
63 - 142 	 T/2:  0.4389873417721519
63 - 144 	 T/2:  0.4388271604938272
63 - 146 	 T/2:  0.4389156626506024
63 - 148 	 T/2:  0.43894117647058817
63 - 150 	 T/2:  0.4389655172413794
63 - 152 	 T/2:  0.438876404494382
63 - 154 	 T/2:  0.438956043956044
63 - 156 	 T/2:  0.4388709677419355
63 - 158 	 T/2:  0.43878947368421045
63 - 160 	 T/2:  0.4388659793814433
63 - 162 	 T/2:  0.43878787878787884
63 - 164 	 T/2:  0.4388118811881188
63 - 166 	 T/2:  0.43893203883495147
63 - 168 	 T/2:  0.4389523809523809
63 - 170 	 T/2:  0.4388317757009346
63 - 172 	 T/2:  0.4388532110091743
63 - 174 	 T/2:  0.43878378378378385
63 - 176 	 T/2:  0.43880530973451326
63 - 178 	 T/2:  0.43886956521739134
63 - 180 	 T/2:  0.4388888888888889
63 - 182 	 T/2:  0.438781512605042
63 - 184 	 T/2:  0.4388842975206611
63 - 186 	 T/2:  0.4389024390243903
63 - 188 	 T/2:  0.43876000000000004
63 - 190 	 T/2:  0.43881889763779525
63 - 192 	 T/2:  0.43875968992248066
63 - 194 	 T/2:  0.4388549618320611
63 - 196 	 T/2:  0.43875939849624057
63 - 198 	 T/2:  0.4388148148148148
63 - 200 	 T/2:  0.4387956204379562
63 - 202 	 T/2:  0.4388129496402878
63 - 204 	 T/2:  0.43875886524822694
63 - 206 	 T/2:  0.4388461538461539
63 - 208 	 T/2:  0.43875862068965515
63 - 210 	 T/2:  0.4388435374149659
63 - 212 	 T/2:  0.4388590604026847
63 - 214 	 T/2:  0.43874172185430466
63 - 216 	 T/2:  0.43879084967320253
63 - 218 	 T/2:  0.4388709677419355
63 - 220 	 T/2:  0.43878980891719754
63 - 222 	 T/2:  0.4387106918238993
63 - 224 	 T/2:  0.43878881987577645
63 - 226 	 T/2:  0.4388036809815951
63 - 228 	 T/2:  0.4387272727272728
64 - 65 	 T/2:  0.4349999999999987
64 - 67 	 T/2:  0.43833333333333374
64 - 69 	 T/2:  0.4369999999999997
64 - 71 	 T/2:  0.4385714285714286
64 - 73 	 T/2:  0.43944444444444464
64 - 75 	 T/2:  0.43863636363636355
64 - 77 	 T/2:  0.438846153846154
64 - 79 	 T/2:  0.43899999999999983
64 - 81 	 T/2:  0.4391176470588235
64 - 83 	 T/2:  0.43894736842105264
64 - 85 	 T/2:  0.44071428571428567
64 - 87 	 T/2:  0.4391304347826086
64 - 89 	 T/2:  0.4386
64 - 91 	 T/2:  0.43888888888888883
64 - 93 	 T/2:  0.4370689655172414
64 - 95 	 T/2:  0.4387096774193548
64 - 97 	 T/2:  0.438939393939394
64 - 99 	 T/2:  0.43885714285714295
64 - 101 	 T/2:  0.437972972972973
64 - 103 	 T/2:  0.4394871794871794
64 - 105 	 T/2:  0.43902439024390255
64 - 107 	 T/2:  0.43906976744186044
64 - 109 	 T/2:  0.4383333333333333
64 - 111 	 T/2:  0.4390425531914894
64 - 113 	 T/2:  0.43887755102040815
64 - 115 	 T/2:  0.4390196078431372
64 - 117 	 T/2:  0.4380188679245283
64 - 119 	 T/2:  0.4383636363636364
64 - 121 	 T/2:  0.4392105263157895
64 - 123 	 T/2:  0.43898305084745765
64 - 125 	 T/2:  0.4381967213114754
64 - 127 	 T/2:  0.43888888888888894
64 - 129 	 T/2:  0.4383076923076923
64 - 131 	 T/2:  0.438955223880597
64 - 133 	 T/2:  0.4385507246376812
64 - 135 	 T/2:  0.4387323943661972
64 - 137 	 T/2:  0.4389041095890412
64 - 139 	 T/2:  0.43893333333333334
64 - 141 	 T/2:  0.43779220779220773
64 - 143 	 T/2:  0.43879746835443045
64 - 145 	 T/2:  0.4389506172839507
64 - 147 	 T/2:  0.4378313253012049
64 - 149 	 T/2:  0.43788235294117644
64 - 151 	 T/2:  0.4389080459770115
64 - 153 	 T/2:  0.4387640449438202
64 - 155 	 T/2:  0.4381868131868132
64 - 157 	 T/2:  0.4381720430107527
64 - 159 	 T/2:  0.43889473684210517
64 - 161 	 T/2:  0.4389175257731959
64 - 163 	 T/2:  0.43888888888888894
64 - 165 	 T/2:  0.43886138613861386
64 - 167 	 T/2:  0.4389320388349514
64 - 169 	 T/2:  0.43885714285714283
64 - 171 	 T/2:  0.4387383177570093
64 - 173 	 T/2:  0.4388990825688074
64 - 175 	 T/2:  0.4388288288288288
64 - 177 	 T/2:  0.4388495575221239
64 - 179 	 T/2:  0.4387826086956521
64 - 181 	 T/2:  0.43888888888888883
64 - 183 	 T/2:  0.43886554621848733
64 - 185 	 T/2:  0.43884297520661153
64 - 187 	 T/2:  0.43878048780487805
64 - 189 	 T/2:  0.43876
64 - 191 	 T/2:  0.4389763779527559
64 - 193 	 T/2:  0.43852713178294567
64 - 195 	 T/2:  0.4388167938931298
64 - 197 	 T/2:  0.438796992481203
64 - 199 	 T/2:  0.43877777777777777
64 - 201 	 T/2:  0.4387591240875912
64 - 203 	 T/2:  0.43877697841726615
64 - 205 	 T/2:  0.4387943262411347
64 - 207 	 T/2:  0.4386713286713286
64 - 209 	 T/2:  0.43868965517241376
64 - 211 	 T/2:  0.43880952380952376
64 - 213 	 T/2:  0.438758389261745
64 - 215 	 T/2:  0.4388079470198675
64 - 217 	 T/2:  0.43879084967320253
64 - 219 	 T/2:  0.4388064516129032
64 - 221 	 T/2:  0.4386624203821655
64 - 223 	 T/2:  0.4387106918238993
64 - 225 	 T/2:  0.43875776397515526
64 - 227 	 T/2:  0.4388343558282209
65 - 66 	 T/2:  0.4450000000000003
65 - 68 	 T/2:  0.4416666666666676
65 - 70 	 T/2:  0.43900000000000006
65 - 72 	 T/2:  0.4400000000000003
65 - 74 	 T/2:  0.43944444444444425
65 - 76 	 T/2:  0.4390909090909089
65 - 78 	 T/2:  0.4388461538461537
65 - 80 	 T/2:  0.43866666666666654
65 - 82 	 T/2:  0.4394117647058823
65 - 84 	 T/2:  0.4394736842105264
65 - 86 	 T/2:  0.438809523809524
65 - 88 	 T/2:  0.4393478260869567
65 - 90 	 T/2:  0.43879999999999997
65 - 92 	 T/2:  0.43925925925925924
65 - 94 	 T/2:  0.43913793103448273
65 - 96 	 T/2:  0.4388709677419356
65 - 98 	 T/2:  0.4389393939393939
65 - 100 	 T/2:  0.4392857142857143
65 - 102 	 T/2:  0.4391891891891892
65 - 104 	 T/2:  0.4391025641025641
65 - 106 	 T/2:  0.4391463414634147
65 - 108 	 T/2:  0.438953488372093
65 - 110 	 T/2:  0.43911111111111106
65 - 112 	 T/2:  0.438936170212766
65 - 114 	 T/2:  0.4390816326530612
65 - 116 	 T/2:  0.43892156862745096
65 - 118 	 T/2:  0.4391509433962264
65 - 120 	 T/2:  0.43900000000000006
65 - 122 	 T/2:  0.4390350877192982
65 - 124 	 T/2:  0.4389830508474576
65 - 126 	 T/2:  0.43901639344262294
65 - 128 	 T/2:  0.43880952380952387
65 - 130 	 T/2:  0.4389230769230769
65 - 132 	 T/2:  0.43902985074626866
65 - 134 	 T/2:  0.4390579710144928
65 - 136 	 T/2:  0.43901408450704227
65 - 138 	 T/2:  0.4388356164383562
65 - 140 	 T/2:  0.43893333333333334
65 - 142 	 T/2:  0.43902597402597404
65 - 144 	 T/2:  0.4388607594936709
65 - 146 	 T/2:  0.43895061728395063
65 - 148 	 T/2:  0.43897590361445776
65 - 150 	 T/2:  0.43900000000000006
65 - 152 	 T/2:  0.43890804597701144
65 - 154 	 T/2:  0.4389887640449438
65 - 156 	 T/2:  0.43890109890109896
65 - 158 	 T/2:  0.43881720430107524
65 - 160 	 T/2:  0.4388947368421053
65 - 162 	 T/2:  0.43881443298969075
65 - 164 	 T/2:  0.43883838383838386
65 - 166 	 T/2:  0.43896039603960396
65 - 168 	 T/2:  0.4389805825242718
65 - 170 	 T/2:  0.4388571428571429
65 - 172 	 T/2:  0.4388785046728972
65 - 174 	 T/2:  0.4388073394495413
65 - 176 	 T/2:  0.43882882882882884
65 - 178 	 T/2:  0.43889380530973454
65 - 180 	 T/2:  0.4389130434782609
65 - 182 	 T/2:  0.4388034188034188
65 - 184 	 T/2:  0.43890756302521006
65 - 186 	 T/2:  0.4389256198347108
65 - 188 	 T/2:  0.4387804878048781
65 - 190 	 T/2:  0.43883999999999995
65 - 192 	 T/2:  0.43877952755905514
65 - 194 	 T/2:  0.43887596899224807
65 - 196 	 T/2:  0.4387786259541985
65 - 198 	 T/2:  0.4388345864661654
65 - 200 	 T/2:  0.4388148148148148
65 - 202 	 T/2:  0.4388321167883211
65 - 204 	 T/2:  0.4387769784172662
65 - 206 	 T/2:  0.4388652482269504
65 - 208 	 T/2:  0.4387762237762238
65 - 210 	 T/2:  0.4388620689655172
65 - 212 	 T/2:  0.43887755102040826
65 - 214 	 T/2:  0.438758389261745
65 - 216 	 T/2:  0.4388079470198675
65 - 218 	 T/2:  0.43888888888888894
65 - 220 	 T/2:  0.4388064516129033
65 - 222 	 T/2:  0.4387261146496815
65 - 224 	 T/2:  0.4388050314465409
65 - 226 	 T/2:  0.4388198757763975
65 - 228 	 T/2:  0.43874233128834367
66 - 67 	 T/2:  0.4350000000000023
66 - 69 	 T/2:  0.4349999999999999
66 - 71 	 T/2:  0.4380000000000003
66 - 73 	 T/2:  0.43928571428571467
66 - 75 	 T/2:  0.43833333333333335
66 - 77 	 T/2:  0.4386363636363639
66 - 79 	 T/2:  0.4388461538461537
66 - 81 	 T/2:  0.43900000000000006
66 - 83 	 T/2:  0.4388235294117648
66 - 85 	 T/2:  0.4407894736842105
66 - 87 	 T/2:  0.439047619047619
66 - 89 	 T/2:  0.43847826086956526
66 - 91 	 T/2:  0.43879999999999997
66 - 93 	 T/2:  0.43685185185185194
66 - 95 	 T/2:  0.43862068965517237
66 - 97 	 T/2:  0.4388709677419356
66 - 99 	 T/2:  0.4387878787878789
66 - 101 	 T/2:  0.43785714285714294
66 - 103 	 T/2:  0.4394594594594594
66 - 105 	 T/2:  0.4389743589743591
66 - 107 	 T/2:  0.43902439024390244
66 - 109 	 T/2:  0.43825581395348834
66 - 111 	 T/2:  0.43900000000000006
66 - 113 	 T/2:  0.43882978723404253
66 - 115 	 T/2:  0.43897959183673463
66 - 117 	 T/2:  0.4379411764705883
66 - 119 	 T/2:  0.4383018867924529
66 - 121 	 T/2:  0.43918181818181823
66 - 123 	 T/2:  0.4389473684210527
66 - 125 	 T/2:  0.438135593220339
66 - 127 	 T/2:  0.43885245901639347
66 - 129 	 T/2:  0.43825396825396823
66 - 131 	 T/2:  0.4389230769230769
66 - 133 	 T/2:  0.4385074626865672
66 - 135 	 T/2:  0.4386956521739131
66 - 137 	 T/2:  0.43887323943661977
66 - 139 	 T/2:  0.4389041095890411
66 - 141 	 T/2:  0.4377333333333333
66 - 143 	 T/2:  0.4387662337662338
66 - 145 	 T/2:  0.43892405063291146
66 - 147 	 T/2:  0.4377777777777779
66 - 149 	 T/2:  0.4378313253012049
66 - 151 	 T/2:  0.43888235294117656
66 - 153 	 T/2:  0.43873563218390804
66 - 155 	 T/2:  0.43814606741573037
66 - 157 	 T/2:  0.43813186813186816
66 - 159 	 T/2:  0.43887096774193546
66 - 161 	 T/2:  0.43889473684210534
66 - 163 	 T/2:  0.4388659793814434
66 - 165 	 T/2:  0.4388383838383839
66 - 167 	 T/2:  0.4389108910891089
66 - 169 	 T/2:  0.4388349514563107
66 - 171 	 T/2:  0.43871428571428567
66 - 173 	 T/2:  0.4388785046728973
66 - 175 	 T/2:  0.43880733944954126
66 - 177 	 T/2:  0.4388288288288289
66 - 179 	 T/2:  0.4387610619469026
66 - 181 	 T/2:  0.4388695652173913
66 - 183 	 T/2:  0.43884615384615383
66 - 185 	 T/2:  0.4388235294117647
66 - 187 	 T/2:  0.43876033057851244
66 - 189 	 T/2:  0.438739837398374
66 - 191 	 T/2:  0.43896
66 - 193 	 T/2:  0.438503937007874
66 - 195 	 T/2:  0.4387984496124031
66 - 197 	 T/2:  0.43877862595419853
66 - 199 	 T/2:  0.4387593984962406
66 - 201 	 T/2:  0.43874074074074076
66 - 203 	 T/2:  0.4387591240875912
66 - 205 	 T/2:  0.43877697841726615
66 - 207 	 T/2:  0.4386524822695035
66 - 209 	 T/2:  0.4386713286713287
66 - 211 	 T/2:  0.4387931034482759
66 - 213 	 T/2:  0.4387414965986395
66 - 215 	 T/2:  0.4387919463087248
66 - 217 	 T/2:  0.43877483443708604
66 - 219 	 T/2:  0.43879084967320264
66 - 221 	 T/2:  0.43864516129032255
66 - 223 	 T/2:  0.43869426751592355
66 - 225 	 T/2:  0.43874213836477993
66 - 227 	 T/2:  0.4388198757763975
67 - 68 	 T/2:  0.4450000000000003
67 - 70 	 T/2:  0.4383333333333326
67 - 72 	 T/2:  0.43999999999999984
67 - 74 	 T/2:  0.43928571428571367
67 - 76 	 T/2:  0.43888888888888844
67 - 78 	 T/2:  0.43863636363636327
67 - 80 	 T/2:  0.4384615384615381
67 - 82 	 T/2:  0.4393333333333331
67 - 84 	 T/2:  0.4394117647058823
67 - 86 	 T/2:  0.43868421052631584
67 - 88 	 T/2:  0.43928571428571433
67 - 90 	 T/2:  0.4386956521739129
67 - 92 	 T/2:  0.43919999999999987
67 - 94 	 T/2:  0.43907407407407395
67 - 96 	 T/2:  0.43879310344827593
67 - 98 	 T/2:  0.4388709677419354
67 - 100 	 T/2:  0.43924242424242416
67 - 102 	 T/2:  0.43914285714285706
67 - 104 	 T/2:  0.439054054054054
67 - 106 	 T/2:  0.4391025641025641
67 - 108 	 T/2:  0.4389024390243902
67 - 110 	 T/2:  0.4390697674418604
67 - 112 	 T/2:  0.4388888888888889
67 - 114 	 T/2:  0.4390425531914893
67 - 116 	 T/2:  0.4388775510204081
67 - 118 	 T/2:  0.43911764705882345
67 - 120 	 T/2:  0.4389622641509434
67 - 122 	 T/2:  0.43899999999999995
67 - 124 	 T/2:  0.4389473684210526
67 - 126 	 T/2:  0.4389830508474576
67 - 128 	 T/2:  0.4387704918032787
67 - 130 	 T/2:  0.4388888888888889
67 - 132 	 T/2:  0.43899999999999995
67 - 134 	 T/2:  0.43902985074626866
67 - 136 	 T/2:  0.4389855072463768
67 - 138 	 T/2:  0.4388028169014085
67 - 140 	 T/2:  0.4389041095890411
67 - 142 	 T/2:  0.43899999999999995
67 - 144 	 T/2:  0.4388311688311688
67 - 146 	 T/2:  0.43892405063291134
67 - 148 	 T/2:  0.4389506172839505
67 - 150 	 T/2:  0.4389759036144579
67 - 152 	 T/2:  0.4388823529411764
67 - 154 	 T/2:  0.4389655172413793
67 - 156 	 T/2:  0.43887640449438203
67 - 158 	 T/2:  0.4387912087912087
67 - 160 	 T/2:  0.43887096774193546
67 - 162 	 T/2:  0.43878947368421056
67 - 164 	 T/2:  0.4388144329896907
67 - 166 	 T/2:  0.4389393939393939
67 - 168 	 T/2:  0.4389603960396039
67 - 170 	 T/2:  0.4388349514563107
67 - 172 	 T/2:  0.43885714285714283
67 - 174 	 T/2:  0.438785046728972
67 - 176 	 T/2:  0.43880733944954126
67 - 178 	 T/2:  0.4388738738738739
67 - 180 	 T/2:  0.4388938053097345
67 - 182 	 T/2:  0.4387826086956521
67 - 184 	 T/2:  0.43888888888888883
67 - 186 	 T/2:  0.4389075630252101
67 - 188 	 T/2:  0.43876033057851244
67 - 190 	 T/2:  0.4388211382113821
67 - 192 	 T/2:  0.43876
67 - 194 	 T/2:  0.4388582677165354
67 - 196 	 T/2:  0.4387596899224806
67 - 198 	 T/2:  0.4388167938931298
67 - 200 	 T/2:  0.438796992481203
67 - 202 	 T/2:  0.43881481481481477
67 - 204 	 T/2:  0.4387591240875912
67 - 206 	 T/2:  0.43884892086330934
