Configuration 2:  

(using maxima)

1 - 2 	 T:  0.8
35 - 76 	 T/2:  0.40195121951219503
35 - 78 	 T/2:  0.4020930232558139
35 - 80 	 T/2:  0.40177777777777773
35 - 82 	 T/2:  0.40191489361702126
35 - 84 	 T/2:  0.40183673469387765
35 - 86 	 T/2:  0.4019607843137255
35 - 88 	 T/2:  0.40188679245283027
35 - 90 	 T/2:  0.40181818181818185
35 - 92 	 T/2:  0.40175438596491225
35 - 94 	 T/2:  0.401864406779661
35 - 96 	 T/2:  0.40180327868852467
35 - 98 	 T/2:  0.4017460317460318
35 - 100 	 T/2:  0.4016923076923077
35 - 102 	 T/2:  0.40164179104477615
35 - 104 	 T/2:  0.4017391304347826
35 - 106 	 T/2:  0.4016901408450705
36 - 37 	 T/2:  0.41000000000000014
36 - 39 	 T/2:  0.39999999999999974
36 - 41 	 T/2:  0.4039999999999999
36 - 43 	 T/2:  0.4028571428571429
36 - 45 	 T/2:  0.4022222222222223
36 - 47 	 T/2:  0.40181818181818163
36 - 49 	 T/2:  0.40230769230769237
36 - 51 	 T/2:  0.4020000000000001
36 - 53 	 T/2:  0.4023529411764706
36 - 55 	 T/2:  0.401578947368421
36 - 57 	 T/2:  0.40238095238095234
36 - 59 	 T/2:  0.40217391304347827
36 - 61 	 T/2:  0.402
36 - 63 	 T/2:  0.4018518518518519
36 - 65 	 T/2:  0.40206896551724136
36 - 67 	 T/2:  0.4019354838709678
36 - 69 	 T/2:  0.4021212121212121
36 - 71 	 T/2:  0.402
36 - 73 	 T/2:  0.40216216216216216
36 - 75 	 T/2:  0.40205128205128204
36 - 77 	 T/2:  0.40195121951219515
36 - 79 	 T/2:  0.4018604651162791
36 - 81 	 T/2:  0.40177777777777784
36 - 83 	 T/2:  0.4019148936170212
36 - 85 	 T/2:  0.4018367346938776
36 - 87 	 T/2:  0.4019607843137254
36 - 89 	 T/2:  0.4018867924528302
36 - 91 	 T/2:  0.4016363636363636
36 - 93 	 T/2:  0.4019298245614035
36 - 95 	 T/2:  0.40186440677966095
36 - 97 	 T/2:  0.4018032786885246
36 - 99 	 T/2:  0.40174603174603174
36 - 101 	 T/2:  0.40184615384615385
36 - 103 	 T/2:  0.4017910447761194
36 - 105 	 T/2:  0.4026086956521739
37 - 38 	 T/2:  0.40000000000000036
37 - 40 	 T/2:  0.39999999999999974
37 - 42 	 T/2:  0.4019999999999996
37 - 44 	 T/2:  0.4000000000000001
37 - 46 	 T/2:  0.40111111111111103
37 - 48 	 T/2:  0.40181818181818163
37 - 50 	 T/2:  0.40153846153846146
37 - 52 	 T/2:  0.4020000000000001
37 - 54 	 T/2:  0.40176470588235286
37 - 56 	 T/2:  0.401578947368421
37 - 58 	 T/2:  0.4014285714285714
37 - 60 	 T/2:  0.40173913043478254
37 - 62 	 T/2:  0.40159999999999996
37 - 64 	 T/2:  0.4014814814814815
37 - 66 	 T/2:  0.40172413793103445
37 - 68 	 T/2:  0.40161290322580645
37 - 70 	 T/2:  0.4015151515151515
37 - 72 	 T/2:  0.4017142857142857
37 - 74 	 T/2:  0.4016216216216216
37 - 76 	 T/2:  0.4017948717948717
37 - 78 	 T/2:  0.40195121951219515
37 - 80 	 T/2:  0.40162790697674416
37 - 82 	 T/2:  0.40177777777777773
37 - 84 	 T/2:  0.4017021276595745
37 - 86 	 T/2:  0.4018367346938775
37 - 88 	 T/2:  0.40176470588235297
37 - 90 	 T/2:  0.40169811320754717
37 - 92 	 T/2:  0.40163636363636357
37 - 94 	 T/2:  0.40175438596491225
37 - 96 	 T/2:  0.40169491525423734
37 - 98 	 T/2:  0.4016393442622951
37 - 100 	 T/2:  0.40158730158730155
37 - 102 	 T/2:  0.40153846153846157
37 - 104 	 T/2:  0.40164179104477604
37 - 106 	 T/2:  0.40159420289855075
38 - 39 	 T/2:  0.3899999999999988
38 - 41 	 T/2:  0.40333333333333304
38 - 43 	 T/2:  0.40199999999999997
38 - 45 	 T/2:  0.4014285714285715
38 - 47 	 T/2:  0.40111111111111086
38 - 49 	 T/2:  0.4018181818181818
38 - 51 	 T/2:  0.40153846153846157
38 - 53 	 T/2:  0.40199999999999997
38 - 55 	 T/2:  0.4011764705882352
38 - 57 	 T/2:  0.4021052631578947
38 - 59 	 T/2:  0.4019047619047619
38 - 61 	 T/2:  0.4017391304347826
38 - 63 	 T/2:  0.4016
38 - 65 	 T/2:  0.40185185185185185
38 - 67 	 T/2:  0.4017241379310345
38 - 69 	 T/2:  0.4019354838709677
38 - 71 	 T/2:  0.4018181818181818
38 - 73 	 T/2:  0.40199999999999997
38 - 75 	 T/2:  0.4018918918918919
38 - 77 	 T/2:  0.4017948717948718
38 - 79 	 T/2:  0.4017073170731707
38 - 81 	 T/2:  0.4016279069767443
38 - 83 	 T/2:  0.40177777777777773
38 - 85 	 T/2:  0.4017021276595745
38 - 87 	 T/2:  0.4018367346938775
38 - 89 	 T/2:  0.40176470588235297
38 - 91 	 T/2:  0.4015094339622642
38 - 93 	 T/2:  0.40181818181818185
38 - 95 	 T/2:  0.40175438596491225
38 - 97 	 T/2:  0.40169491525423734
38 - 99 	 T/2:  0.4016393442622951
38 - 101 	 T/2:  0.4017460317460318
38 - 103 	 T/2:  0.4016923076923077
38 - 105 	 T/2:  0.40253731343283583
39 - 40 	 T/2:  0.41000000000000014
39 - 42 	 T/2:  0.4066666666666663
39 - 44 	 T/2:  0.4020000000000003
39 - 46 	 T/2:  0.4028571428571429
39 - 48 	 T/2:  0.4033333333333332
39 - 50 	 T/2:  0.4027272727272727
39 - 52 	 T/2:  0.4030769230769232
39 - 54 	 T/2:  0.4026666666666666
39 - 56 	 T/2:  0.4023529411764706
39 - 58 	 T/2:  0.40210526315789474
39 - 60 	 T/2:  0.40238095238095234
39 - 62 	 T/2:  0.40217391304347827
39 - 64 	 T/2:  0.402
39 - 66 	 T/2:  0.4022222222222222
39 - 68 	 T/2:  0.40206896551724136
39 - 70 	 T/2:  0.4019354838709678
39 - 72 	 T/2:  0.4021212121212121
39 - 74 	 T/2:  0.402
39 - 76 	 T/2:  0.40216216216216216
39 - 78 	 T/2:  0.40230769230769237
39 - 80 	 T/2:  0.40195121951219515
39 - 82 	 T/2:  0.4020930232558139
39 - 84 	 T/2:  0.4020000000000001
39 - 86 	 T/2:  0.40212765957446805
39 - 88 	 T/2:  0.40204081632653066
39 - 90 	 T/2:  0.4019607843137255
39 - 92 	 T/2:  0.40188679245283015
39 - 94 	 T/2:  0.40199999999999997
39 - 96 	 T/2:  0.4019298245614036
39 - 98 	 T/2:  0.401864406779661
39 - 100 	 T/2:  0.40180327868852456
39 - 102 	 T/2:  0.4017460317460318
39 - 104 	 T/2:  0.4018461538461538
39 - 106 	 T/2:  0.40179104477611943
40 - 41 	 T/2:  0.41000000000000014
40 - 43 	 T/2:  0.4033333333333336
40 - 45 	 T/2:  0.4020000000000003
40 - 47 	 T/2:  0.40142857142857125
40 - 49 	 T/2:  0.4022222222222223
40 - 51 	 T/2:  0.40181818181818196
40 - 53 	 T/2:  0.40230769230769237
40 - 55 	 T/2:  0.4013333333333333
40 - 57 	 T/2:  0.4023529411764706
40 - 59 	 T/2:  0.40210526315789474
40 - 61 	 T/2:  0.401904761904762
40 - 63 	 T/2:  0.4017391304347827
40 - 65 	 T/2:  0.402
40 - 67 	 T/2:  0.4018518518518519
40 - 69 	 T/2:  0.40206896551724136
40 - 71 	 T/2:  0.4019354838709678
40 - 73 	 T/2:  0.4021212121212121
40 - 75 	 T/2:  0.402
40 - 77 	 T/2:  0.4018918918918919
40 - 79 	 T/2:  0.40179487179487183
40 - 81 	 T/2:  0.4017073170731708
40 - 83 	 T/2:  0.401860465116279
40 - 85 	 T/2:  0.40177777777777784
40 - 87 	 T/2:  0.4019148936170212
40 - 89 	 T/2:  0.4018367346938776
40 - 91 	 T/2:  0.4015686274509804
40 - 93 	 T/2:  0.4018867924528302
40 - 95 	 T/2:  0.4018181818181818
40 - 97 	 T/2:  0.4017543859649123
40 - 99 	 T/2:  0.4016949152542373
40 - 101 	 T/2:  0.4018032786885246
40 - 103 	 T/2:  0.40174603174603174
40 - 105 	 T/2:  0.4026153846153846
41 - 42 	 T/2:  0.3999999999999986
41 - 44 	 T/2:  0.3966666666666671
41 - 46 	 T/2:  0.4
41 - 48 	 T/2:  0.40142857142857125
41 - 50 	 T/2:  0.40111111111111103
41 - 52 	 T/2:  0.40181818181818196
41 - 54 	 T/2:  0.40153846153846146
41 - 56 	 T/2:  0.4013333333333333
41 - 58 	 T/2:  0.4011764705882353
41 - 60 	 T/2:  0.401578947368421
41 - 62 	 T/2:  0.4014285714285714
41 - 64 	 T/2:  0.401304347826087
41 - 66 	 T/2:  0.40159999999999996
41 - 68 	 T/2:  0.4014814814814815
41 - 70 	 T/2:  0.4013793103448276
41 - 72 	 T/2:  0.40161290322580645
41 - 74 	 T/2:  0.4015151515151515
41 - 76 	 T/2:  0.4017142857142857
41 - 78 	 T/2:  0.4018918918918919
41 - 80 	 T/2:  0.40153846153846157
41 - 82 	 T/2:  0.4017073170731707
41 - 84 	 T/2:  0.4016279069767443
41 - 86 	 T/2:  0.40177777777777773
41 - 88 	 T/2:  0.4017021276595745
41 - 90 	 T/2:  0.4016326530612245
41 - 92 	 T/2:  0.4015686274509803
41 - 94 	 T/2:  0.40169811320754717
41 - 96 	 T/2:  0.4016363636363637
41 - 98 	 T/2:  0.40157894736842104
41 - 100 	 T/2:  0.4015254237288135
41 - 102 	 T/2:  0.4014754098360656
41 - 104 	 T/2:  0.40158730158730155
41 - 106 	 T/2:  0.40153846153846157
42 - 43 	 T/2:  0.40000000000000213
42 - 45 	 T/2:  0.40000000000000097
42 - 47 	 T/2:  0.4
42 - 49 	 T/2:  0.40142857142857175
42 - 51 	 T/2:  0.4011111111111114
42 - 53 	 T/2:  0.40181818181818196
42 - 55 	 T/2:  0.4007692307692308
42 - 57 	 T/2:  0.4020000000000001
42 - 59 	 T/2:  0.401764705882353
42 - 61 	 T/2:  0.4015789473684212
42 - 63 	 T/2:  0.4014285714285716
42 - 65 	 T/2:  0.4017391304347827
42 - 67 	 T/2:  0.4016000000000001
42 - 69 	 T/2:  0.4018518518518519
42 - 71 	 T/2:  0.40172413793103456
42 - 73 	 T/2:  0.4019354838709678
42 - 75 	 T/2:  0.40181818181818185
42 - 77 	 T/2:  0.4017142857142858
42 - 79 	 T/2:  0.4016216216216217
42 - 81 	 T/2:  0.4015384615384616
42 - 83 	 T/2:  0.4017073170731707
42 - 85 	 T/2:  0.4016279069767443
42 - 87 	 T/2:  0.40177777777777773
42 - 89 	 T/2:  0.4017021276595745
42 - 91 	 T/2:  0.40142857142857147
42 - 93 	 T/2:  0.40176470588235297
42 - 95 	 T/2:  0.40169811320754717
42 - 97 	 T/2:  0.4016363636363637
42 - 99 	 T/2:  0.40157894736842104
42 - 101 	 T/2:  0.40169491525423734
42 - 103 	 T/2:  0.4016393442622951
42 - 105 	 T/2:  0.40253968253968253
43 - 44 	 T/2:  0.39000000000000057
43 - 46 	 T/2:  0.39999999999999974
43 - 48 	 T/2:  0.4019999999999996
43 - 50 	 T/2:  0.40142857142857125
43 - 52 	 T/2:  0.4022222222222223
43 - 54 	 T/2:  0.40181818181818163
43 - 56 	 T/2:  0.40153846153846146
43 - 58 	 T/2:  0.4013333333333333
43 - 60 	 T/2:  0.40176470588235286
43 - 62 	 T/2:  0.401578947368421
43 - 64 	 T/2:  0.4014285714285714
43 - 66 	 T/2:  0.40173913043478254
43 - 68 	 T/2:  0.40159999999999996
43 - 70 	 T/2:  0.4014814814814815
43 - 72 	 T/2:  0.40172413793103445
43 - 74 	 T/2:  0.40161290322580645
43 - 76 	 T/2:  0.40181818181818174
43 - 78 	 T/2:  0.402
43 - 80 	 T/2:  0.4016216216216216
43 - 82 	 T/2:  0.4017948717948717
43 - 84 	 T/2:  0.4017073170731708
43 - 86 	 T/2:  0.401860465116279
43 - 88 	 T/2:  0.40177777777777784
43 - 90 	 T/2:  0.40170212765957447
43 - 92 	 T/2:  0.4016326530612244
43 - 94 	 T/2:  0.4017647058823529
43 - 96 	 T/2:  0.4016981132075472
43 - 98 	 T/2:  0.4016363636363636
43 - 100 	 T/2:  0.401578947368421
43 - 102 	 T/2:  0.40152542372881356
43 - 104 	 T/2:  0.40163934426229503
43 - 106 	 T/2:  0.4015873015873016
44 - 45 	 T/2:  0.41000000000000014
44 - 47 	 T/2:  0.40333333333333243
44 - 49 	 T/2:  0.4039999999999999
44 - 51 	 T/2:  0.4028571428571429
44 - 53 	 T/2:  0.4033333333333332
44 - 55 	 T/2:  0.40181818181818163
44 - 57 	 T/2:  0.40307692307692294
44 - 59 	 T/2:  0.4026666666666666
44 - 61 	 T/2:  0.4023529411764706
44 - 63 	 T/2:  0.40210526315789474
44 - 65 	 T/2:  0.40238095238095234
44 - 67 	 T/2:  0.40217391304347827
44 - 69 	 T/2:  0.4023999999999999
44 - 71 	 T/2:  0.4022222222222222
44 - 73 	 T/2:  0.4024137931034482
44 - 75 	 T/2:  0.402258064516129
44 - 77 	 T/2:  0.4021212121212121
44 - 79 	 T/2:  0.402
44 - 81 	 T/2:  0.4018918918918919
44 - 83 	 T/2:  0.40205128205128193
44 - 85 	 T/2:  0.40195121951219515
44 - 87 	 T/2:  0.40209302325581386
44 - 89 	 T/2:  0.402
44 - 91 	 T/2:  0.40170212765957447
44 - 93 	 T/2:  0.4020408163265306
44 - 95 	 T/2:  0.4019607843137254
44 - 97 	 T/2:  0.4018867924528302
44 - 99 	 T/2:  0.4018181818181818
44 - 101 	 T/2:  0.4019298245614035
44 - 103 	 T/2:  0.40186440677966095
44 - 105 	 T/2:  0.40278688524590156
45 - 46 	 T/2:  0.3999999999999986
45 - 48 	 T/2:  0.40333333333333243
45 - 50 	 T/2:  0.4019999999999996
45 - 52 	 T/2:  0.4028571428571429
45 - 54 	 T/2:  0.4022222222222219
45 - 56 	 T/2:  0.40181818181818163
45 - 58 	 T/2:  0.40153846153846146
45 - 60 	 T/2:  0.40199999999999986
45 - 62 	 T/2:  0.40176470588235286
45 - 64 	 T/2:  0.401578947368421
45 - 66 	 T/2:  0.4019047619047618
45 - 68 	 T/2:  0.40173913043478254
45 - 70 	 T/2:  0.40159999999999996
45 - 72 	 T/2:  0.4018518518518518
45 - 74 	 T/2:  0.40172413793103445
45 - 76 	 T/2:  0.40193548387096767
45 - 78 	 T/2:  0.4021212121212121
45 - 80 	 T/2:  0.4017142857142857
45 - 82 	 T/2:  0.40189189189189184
45 - 84 	 T/2:  0.40179487179487183
45 - 86 	 T/2:  0.40195121951219503
45 - 88 	 T/2:  0.4018604651162791
45 - 90 	 T/2:  0.40177777777777773
45 - 92 	 T/2:  0.40170212765957436
45 - 94 	 T/2:  0.4018367346938775
45 - 96 	 T/2:  0.40176470588235297
45 - 98 	 T/2:  0.40169811320754717
45 - 100 	 T/2:  0.40163636363636357
45 - 102 	 T/2:  0.40157894736842104
45 - 104 	 T/2:  0.40169491525423723
45 - 106 	 T/2:  0.4016393442622951
46 - 47 	 T/2:  0.3999999999999986
46 - 49 	 T/2:  0.4033333333333336
46 - 51 	 T/2:  0.4020000000000003
46 - 53 	 T/2:  0.4028571428571429
46 - 55 	 T/2:  0.40111111111111103
46 - 57 	 T/2:  0.4027272727272727
46 - 59 	 T/2:  0.40230769230769237
46 - 61 	 T/2:  0.4020000000000001
46 - 63 	 T/2:  0.401764705882353
46 - 65 	 T/2:  0.40210526315789474
46 - 67 	 T/2:  0.401904761904762
46 - 69 	 T/2:  0.40217391304347827
46 - 71 	 T/2:  0.402
46 - 73 	 T/2:  0.4022222222222222
46 - 75 	 T/2:  0.40206896551724136
46 - 77 	 T/2:  0.4019354838709678
46 - 79 	 T/2:  0.40181818181818185
46 - 81 	 T/2:  0.4017142857142858
46 - 83 	 T/2:  0.40189189189189184
46 - 85 	 T/2:  0.40179487179487183
46 - 87 	 T/2:  0.40195121951219503
46 - 89 	 T/2:  0.4018604651162791
46 - 91 	 T/2:  0.40155555555555555
46 - 93 	 T/2:  0.40191489361702126
46 - 95 	 T/2:  0.4018367346938775
46 - 97 	 T/2:  0.40176470588235297
46 - 99 	 T/2:  0.40169811320754717
46 - 101 	 T/2:  0.40181818181818185
46 - 103 	 T/2:  0.40175438596491225
46 - 105 	 T/2:  0.40271186440677964
47 - 48 	 T/2:  0.41000000000000014
47 - 50 	 T/2:  0.4033333333333336
47 - 52 	 T/2:  0.40400000000000064
47 - 54 	 T/2:  0.4028571428571429
47 - 56 	 T/2:  0.4022222222222223
47 - 58 	 T/2:  0.40181818181818196
47 - 60 	 T/2:  0.40230769230769237
47 - 62 	 T/2:  0.4020000000000001
47 - 64 	 T/2:  0.401764705882353
47 - 66 	 T/2:  0.40210526315789474
47 - 68 	 T/2:  0.401904761904762
47 - 70 	 T/2:  0.4017391304347827
47 - 72 	 T/2:  0.402
47 - 74 	 T/2:  0.4018518518518519
47 - 76 	 T/2:  0.40206896551724136
47 - 78 	 T/2:  0.4022580645161291
47 - 80 	 T/2:  0.40181818181818185
47 - 82 	 T/2:  0.402
47 - 84 	 T/2:  0.401891891891892
47 - 86 	 T/2:  0.40205128205128204
47 - 88 	 T/2:  0.4019512195121952
47 - 90 	 T/2:  0.4018604651162791
47 - 92 	 T/2:  0.40177777777777773
47 - 94 	 T/2:  0.40191489361702126
47 - 96 	 T/2:  0.40183673469387765
47 - 98 	 T/2:  0.40176470588235297
47 - 100 	 T/2:  0.40169811320754717
47 - 102 	 T/2:  0.4016363636363637
47 - 104 	 T/2:  0.40175438596491225
47 - 106 	 T/2:  0.40169491525423734
48 - 49 	 T/2:  0.40000000000000213
48 - 51 	 T/2:  0.40000000000000097
48 - 53 	 T/2:  0.4020000000000003
48 - 55 	 T/2:  0.4000000000000001
48 - 57 	 T/2:  0.4022222222222223
48 - 59 	 T/2:  0.40181818181818196
48 - 61 	 T/2:  0.40153846153846173
48 - 63 	 T/2:  0.40133333333333354
48 - 65 	 T/2:  0.401764705882353
48 - 67 	 T/2:  0.4015789473684212
48 - 69 	 T/2:  0.401904761904762
48 - 71 	 T/2:  0.4017391304347827
48 - 73 	 T/2:  0.402
48 - 75 	 T/2:  0.4018518518518519
48 - 77 	 T/2:  0.40172413793103456
48 - 79 	 T/2:  0.40161290322580656
48 - 81 	 T/2:  0.4015151515151516
48 - 83 	 T/2:  0.4017142857142857
48 - 85 	 T/2:  0.4016216216216217
48 - 87 	 T/2:  0.4017948717948717
48 - 89 	 T/2:  0.4017073170731708
48 - 91 	 T/2:  0.40139534883720934
48 - 93 	 T/2:  0.40177777777777784
48 - 95 	 T/2:  0.40170212765957447
48 - 97 	 T/2:  0.40163265306122453
48 - 99 	 T/2:  0.4015686274509804
48 - 101 	 T/2:  0.4016981132075472
48 - 103 	 T/2:  0.4016363636363636
48 - 105 	 T/2:  0.4026315789473684
49 - 50 	 T/2:  0.3999999999999986
49 - 52 	 T/2:  0.4033333333333336
49 - 54 	 T/2:  0.4019999999999996
49 - 56 	 T/2:  0.40142857142857125
49 - 58 	 T/2:  0.40111111111111103
49 - 60 	 T/2:  0.40181818181818163
49 - 62 	 T/2:  0.40153846153846146
49 - 64 	 T/2:  0.4013333333333333
49 - 66 	 T/2:  0.40176470588235286
49 - 68 	 T/2:  0.401578947368421
49 - 70 	 T/2:  0.4014285714285714
49 - 72 	 T/2:  0.40173913043478254
49 - 74 	 T/2:  0.40159999999999996
49 - 76 	 T/2:  0.4018518518518518
49 - 78 	 T/2:  0.40206896551724136
49 - 80 	 T/2:  0.40161290322580645
49 - 82 	 T/2:  0.40181818181818174
49 - 84 	 T/2:  0.4017142857142858
49 - 86 	 T/2:  0.40189189189189184
49 - 88 	 T/2:  0.40179487179487183
49 - 90 	 T/2:  0.4017073170731707
49 - 92 	 T/2:  0.4016279069767441
49 - 94 	 T/2:  0.40177777777777773
49 - 96 	 T/2:  0.4017021276595745
49 - 98 	 T/2:  0.4016326530612245
49 - 100 	 T/2:  0.4015686274509803
49 - 102 	 T/2:  0.4015094339622642
49 - 104 	 T/2:  0.40163636363636357
49 - 106 	 T/2:  0.40157894736842104
50 - 51 	 T/2:  0.40000000000000213
50 - 53 	 T/2:  0.4033333333333336
50 - 55 	 T/2:  0.4
50 - 57 	 T/2:  0.4028571428571429
50 - 59 	 T/2:  0.4022222222222223
50 - 61 	 T/2:  0.40181818181818196
50 - 63 	 T/2:  0.40153846153846173
50 - 65 	 T/2:  0.4020000000000001
50 - 67 	 T/2:  0.401764705882353
50 - 69 	 T/2:  0.40210526315789474
50 - 71 	 T/2:  0.401904761904762
50 - 73 	 T/2:  0.40217391304347827
50 - 75 	 T/2:  0.402
50 - 77 	 T/2:  0.4018518518518519
50 - 79 	 T/2:  0.40172413793103456
50 - 81 	 T/2:  0.40161290322580656
50 - 83 	 T/2:  0.40181818181818174
50 - 85 	 T/2:  0.4017142857142858
50 - 87 	 T/2:  0.40189189189189184
50 - 89 	 T/2:  0.40179487179487183
50 - 91 	 T/2:  0.40146341463414636
50 - 93 	 T/2:  0.4018604651162791
50 - 95 	 T/2:  0.40177777777777773
50 - 97 	 T/2:  0.4017021276595745
50 - 99 	 T/2:  0.4016326530612245
50 - 101 	 T/2:  0.40176470588235297
50 - 103 	 T/2:  0.40169811320754717
50 - 105 	 T/2:  0.4027272727272727
51 - 52 	 T/2:  0.41000000000000014
51 - 54 	 T/2:  0.40333333333333243
51 - 56 	 T/2:  0.4019999999999996
51 - 58 	 T/2:  0.40142857142857125
51 - 60 	 T/2:  0.4022222222222219
51 - 62 	 T/2:  0.40181818181818163
51 - 64 	 T/2:  0.40153846153846146
51 - 66 	 T/2:  0.40199999999999986
51 - 68 	 T/2:  0.40176470588235286
51 - 70 	 T/2:  0.401578947368421
51 - 72 	 T/2:  0.4019047619047618
51 - 74 	 T/2:  0.40173913043478254
51 - 76 	 T/2:  0.4019999999999999
51 - 78 	 T/2:  0.4022222222222222
51 - 80 	 T/2:  0.40172413793103445
51 - 82 	 T/2:  0.40193548387096767
51 - 84 	 T/2:  0.40181818181818185
51 - 86 	 T/2:  0.4019999999999999
51 - 88 	 T/2:  0.4018918918918919
51 - 90 	 T/2:  0.4017948717948717
51 - 92 	 T/2:  0.40170731707317064
51 - 94 	 T/2:  0.401860465116279
51 - 96 	 T/2:  0.40177777777777784
51 - 98 	 T/2:  0.40170212765957447
51 - 100 	 T/2:  0.4016326530612244
51 - 102 	 T/2:  0.4015686274509804
51 - 104 	 T/2:  0.4016981132075471
51 - 106 	 T/2:  0.4016363636363636
52 - 53 	 T/2:  0.3999999999999986
52 - 55 	 T/2:  0.3966666666666659
52 - 57 	 T/2:  0.4019999999999996
52 - 59 	 T/2:  0.40142857142857125
52 - 61 	 T/2:  0.40111111111111103
52 - 63 	 T/2:  0.40090909090909094
52 - 65 	 T/2:  0.40153846153846146
52 - 67 	 T/2:  0.4013333333333333
52 - 69 	 T/2:  0.40176470588235286
52 - 71 	 T/2:  0.401578947368421
52 - 73 	 T/2:  0.4019047619047618
52 - 75 	 T/2:  0.40173913043478254
52 - 77 	 T/2:  0.40159999999999996
52 - 79 	 T/2:  0.4014814814814815
52 - 81 	 T/2:  0.4013793103448276
52 - 83 	 T/2:  0.40161290322580634
52 - 85 	 T/2:  0.4015151515151515
52 - 87 	 T/2:  0.4017142857142856
52 - 89 	 T/2:  0.4016216216216216
52 - 91 	 T/2:  0.40128205128205124
52 - 93 	 T/2:  0.4017073170731707
52 - 95 	 T/2:  0.4016279069767441
52 - 97 	 T/2:  0.40155555555555555
52 - 99 	 T/2:  0.4014893617021276
52 - 101 	 T/2:  0.4016326530612245
52 - 103 	 T/2:  0.4015686274509803
52 - 105 	 T/2:  0.4026415094339622
53 - 54 	 T/2:  0.3999999999999986
53 - 56 	 T/2:  0.39999999999999974
53 - 58 	 T/2:  0.4
53 - 60 	 T/2:  0.40142857142857125
53 - 62 	 T/2:  0.40111111111111103
53 - 64 	 T/2:  0.40090909090909094
53 - 66 	 T/2:  0.40153846153846146
53 - 68 	 T/2:  0.4013333333333333
53 - 70 	 T/2:  0.4011764705882353
53 - 72 	 T/2:  0.401578947368421
53 - 74 	 T/2:  0.4014285714285714
53 - 76 	 T/2:  0.40173913043478254
53 - 78 	 T/2:  0.402
53 - 80 	 T/2:  0.4014814814814815
53 - 82 	 T/2:  0.40172413793103445
53 - 84 	 T/2:  0.40161290322580656
53 - 86 	 T/2:  0.40181818181818174
53 - 88 	 T/2:  0.4017142857142858
53 - 90 	 T/2:  0.4016216216216216
53 - 92 	 T/2:  0.40153846153846146
53 - 94 	 T/2:  0.4017073170731707
53 - 96 	 T/2:  0.4016279069767443
53 - 98 	 T/2:  0.40155555555555555
53 - 100 	 T/2:  0.4014893617021276
53 - 102 	 T/2:  0.40142857142857147
53 - 104 	 T/2:  0.4015686274509803
53 - 106 	 T/2:  0.4015094339622642
54 - 55 	 T/2:  0.39000000000000057
54 - 57 	 T/2:  0.4033333333333336
54 - 59 	 T/2:  0.4020000000000003
54 - 61 	 T/2:  0.40142857142857175
54 - 63 	 T/2:  0.4011111111111114
54 - 65 	 T/2:  0.40181818181818196
54 - 67 	 T/2:  0.40153846153846173
54 - 69 	 T/2:  0.4020000000000001
54 - 71 	 T/2:  0.401764705882353
54 - 73 	 T/2:  0.40210526315789474
54 - 75 	 T/2:  0.401904761904762
54 - 77 	 T/2:  0.4017391304347827
54 - 79 	 T/2:  0.4016000000000001
54 - 81 	 T/2:  0.4014814814814816
54 - 83 	 T/2:  0.40172413793103445
54 - 85 	 T/2:  0.40161290322580656
54 - 87 	 T/2:  0.40181818181818174
54 - 89 	 T/2:  0.4017142857142858
54 - 91 	 T/2:  0.4013513513513514
54 - 93 	 T/2:  0.40179487179487183
54 - 95 	 T/2:  0.4017073170731707
54 - 97 	 T/2:  0.4016279069767443
54 - 99 	 T/2:  0.40155555555555555
54 - 101 	 T/2:  0.4017021276595745
54 - 103 	 T/2:  0.4016326530612245
54 - 105 	 T/2:  0.40274509803921565
55 - 56 	 T/2:  0.41000000000000014
55 - 58 	 T/2:  0.4033333333333336
55 - 60 	 T/2:  0.4039999999999999
55 - 62 	 T/2:  0.4028571428571429
55 - 64 	 T/2:  0.4022222222222223
55 - 66 	 T/2:  0.4027272727272727
55 - 68 	 T/2:  0.40230769230769237
55 - 70 	 T/2:  0.4020000000000001
55 - 72 	 T/2:  0.4023529411764706
55 - 74 	 T/2:  0.40210526315789474
55 - 76 	 T/2:  0.40238095238095234
55 - 78 	 T/2:  0.402608695652174
55 - 80 	 T/2:  0.402
55 - 82 	 T/2:  0.4022222222222222
55 - 84 	 T/2:  0.40206896551724153
55 - 86 	 T/2:  0.402258064516129
55 - 88 	 T/2:  0.4021212121212122
55 - 90 	 T/2:  0.402
55 - 92 	 T/2:  0.40189189189189184
55 - 94 	 T/2:  0.40205128205128204
55 - 96 	 T/2:  0.4019512195121952
55 - 98 	 T/2:  0.4018604651162791
55 - 100 	 T/2:  0.40177777777777773
55 - 102 	 T/2:  0.4017021276595745
55 - 104 	 T/2:  0.4018367346938775
55 - 106 	 T/2:  0.40176470588235297
56 - 57 	 T/2:  0.41000000000000014
56 - 59 	 T/2:  0.4033333333333336
56 - 61 	 T/2:  0.4020000000000003
56 - 63 	 T/2:  0.40142857142857175
56 - 65 	 T/2:  0.4022222222222223
56 - 67 	 T/2:  0.40181818181818196
56 - 69 	 T/2:  0.40230769230769237
56 - 71 	 T/2:  0.4020000000000001
56 - 73 	 T/2:  0.4023529411764706
56 - 75 	 T/2:  0.40210526315789474
56 - 77 	 T/2:  0.401904761904762
56 - 79 	 T/2:  0.4017391304347827
56 - 81 	 T/2:  0.4016000000000001
56 - 83 	 T/2:  0.4018518518518518
56 - 85 	 T/2:  0.40172413793103456
